Object_ID,Funding Agency,Year,State,City,Grantee,Awarded Funds,Spent Funds (if applicable) ,"Classification 1: Project Type, primary code (a)","Classification 1: Project Type, primary code (b)","Classification 1: Project Type, primary code (c)","Classification 1: Project Type, secondary code (a)","Classification 1: Project Type, secondary code (b)","Classification 1: Project Type, secondary code (c)",Classification 2: Infrastructure type (I),Classification 2: Infrastructure type (II),Classification 3: Industrial Sector (i),Classification 3: Industrial Sector (ii),Project Title,Award ID,count,FIPS,fips2,County,PctPopChg_09to19,PctChange_MiningEmploy_09to15,mine emply bands,NewMineFlag_09to15,NonMiningFlag_09to15,ARC_Flag,Status,AvgUnempRate_3yr,PerCapMktInc,PovertyRt_5yr,AvgUnemp_PctOfUS_3yr,PCMI_pctOfUs,PovRt_PercOfUS,IndexValueRank,Quartile,EMPTHREEYEAR,UNEMPTHREEYEAR,BEAPOP,PoveryPop_5YrMean
422,ARC,2017,West Virginia,Huntington,Huntington Municipal Development Authority,750000,,Business Development,,,Infrastructure Investment,,,Site Preparation,,Manufacturing,,Polymer Technology Center of Huntington (P - TeCH) Project,,1,54011,54011,Cabell County,-0.04541160103406389,0.0,0.0,0,1,ARC,Transitional,5.9,27099.0,22.6,82.4,71.1,144.6,1918.0,3.0,40032.0,2525.0,97109.0,20973.0
468,ARC,2020,West Virginia,Huntington,"Region II Development Council, Inc.",1360852,,Education and Workforce Development,,,Training Program,,,,,Aviation/aerospace,,Tri-State Aviation Maintenance Technician Start-Up,ARC20C20076,1,54011,54011,Cabell County,-0.04541160103406389,0.0,0.0,0,1,ARC,Transitional,4.9,27827.0,23.2,102.0,64.9,159.3,2241.0,3.0,39242.0,2033.0,94958.0,21376.0
451,ARC,2019,West Virginia,Huntington,Marshall University Research Corporation,79270,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,Food industry,,Craft Beer and Spirit Trail,ARC19C19666,1,54011,54011,Cabell County,-0.04541160103406389,0.0,0.0,0,1,ARC,Transitional,5.2,27563.0,21.8,96.3,67.8,144.6,2016.0,3.0,39438.0,2177.0,95987.0,20249.0
424,ARC,2017,West Virginia,Huntington,Marshall University Research Corporation,1325655,,Health,,,Improve Access to Care,,,,,"Health, social services",,Sustainable Employment for Community Health Workers in Coal Impacted Counties,,1,54011,54011,Cabell County,-0.04541160103406389,0.0,0.0,0,1,ARC,Transitional,5.9,27099.0,22.6,82.4,71.1,144.6,1918.0,3.0,40032.0,2525.0,97109.0,20973.0
357,EDA,2016,West Virginia,Huntington,"Advantage Valley, Inc.",250000,249692.0,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,multi-sector,,"Advantage Valley, Inc. Site Development and Small Business Feasibility Study",017914731,1,54011,54011,Cabell County,-0.04541160103406389,0.0,0.0,0,1,ARC,Transitional,6.5,25680.0,22.2,79.7,69.2,144.7,2012.0,3.0,40838.0,2830.0,97133.0,20706.0
441,ARC,2018,West Virginia,Huntington,Marshall University Research Corporation,1499175,,Health,Education and Workforce Development,,Substance Abuse Program,Training Program,,,,Undefined/nonspecific,,Creating Opportunities for Recovery Employment (CORE),,1,54011,54011,Cabell County,-0.04541160103406389,0.0,0.0,0,1,ARC,Transitional,5.5,27495.0,21.7,88.3,69.1,140.0,1908.0,3.0,39785.0,2331.0,96844.0,20110.0
358,EDA,2020,West Virginia,Huntington,Marshall University Research Corporation,96000,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,undetermined/not specific,,,"016914938

",1,54011,54011,Cabell County,-0.04541160103406389,0.0,0.0,0,1,ARC,Transitional,4.9,27827.0,23.2,102.0,64.9,159.3,2241.0,3.0,39242.0,2033.0,94958.0,21376.0
365,EDA,2019,West Virginia,Huntington,Marshall University Research Corporation,57375,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,undetermined/not specific,,,"016914866

",1,54011,54011,Cabell County,-0.04541160103406389,0.0,0.0,0,1,ARC,Transitional,5.2,27563.0,21.8,96.3,67.8,144.6,2016.0,3.0,39438.0,2177.0,95987.0,20249.0
442,ARC,2018,West Virginia,Oak Hill,National Coal Heritage Area Authority,64000,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning;Infrastructure Investment,,,Trail Construction,,,,Tug Fork River Water Trail Access Plan,,1,54019,54019,Fayette County,-0.07891135776189752,-0.39604891815616183,-0.39604891815616183,0,0,ARC,At-Risk,8.5,18800.0,19.9,135.3,47.3,128.4,2707.0,4.0,15246.0,1413.0,44997.0,8683.0
453,ARC,2019,West Virginia,Fayetteville,New River Gorge Trail Alliance,59500,,"Research, Planning, Feasibility Studies",,,Infrastructure Investment,,,Trail Construction,,,,Linking Trails and Communities to Spawn Economic Growth and Wellness: Expanding the Southern West Virginia Bike Trail Network,,1,54019,54019,Fayette County,-0.07891135776189752,-0.39604891815616183,-0.39604891815616183,0,0,ARC,Distressed,8.3,18149.0,19.1,152.4,44.6,126.7,2805.0,4.0,14955.0,1351.0,44323.0,8306.0
429,ARC,2017,West Virginia,Kincaid,Southern Appalachian Labor School,101981,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning;Workforce Training Program Planning,,,,,Construction,,Entrepreneur Coalfield Alternative Opportunity (ECAO),,1,54019,54019,Fayette County,-0.07891135776189752,-0.39604891815616183,-0.39604891815616183,0,0,ARC,At-Risk,8.5,19031.0,21.1,118.0,49.9,135.6,2626.0,4.0,15633.0,1451.0,45132.0,9244.0
360,EDA,2015,West Virginia,Beards Fork,Southern Appalachian Labor School,36000,36000.0,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,undetermined/not specific,,,018614699,1,54019,54019,Fayette County,-0.07891135776189752,-0.39604891815616183,-0.39604891815616183,0,0,ARC,At-Risk,8.6,19604.0,19.8,96.8,54.1,133.3,2423.0,4.0,16524.0,1554.0,45869.0,8702.0
386,EDA,2019,West Virginia,White Sulphur Springs,Town of White Sulphur Springs,1536000,,Economic Asset Development,,,Infrastructure Investment,,,Water/Wastewater,,tourism,,,"017914831

",1,54025,54025,Greenbrier County,-0.023055242390078917,-0.5165289256198347,-0.5165289256198347,0,0,ARC,Transitional,6.3,22761.0,18.4,115.4,56.0,121.5,2279.0,3.0,14416.0,965.0,35279.0,6398.0
456,ARC,2019,West Virginia,Lewisburg,Appalachian Headwaters,622280,,Business Development,Education and Workforce Development,,Technical Assistance;Entrepreneurial Support,Training Program,,,,"Forestry, farming",,Appalachian Beekeeping Collective Diversification and Expansion,ARC19C19714,1,54025,54025,Greenbrier County,-0.023055242390078917,-0.5165289256198347,-0.5165289256198347,0,0,ARC,Transitional,6.3,22761.0,18.4,115.4,56.0,121.5,2279.0,3.0,14416.0,965.0,35279.0,6398.0
389,EDA,2019,West Virginia,Weirton,Business Development Corporation of the Northern Panhandle,750000,,Education and Workforce Development,,,Infrastructure Investment,,,Equipment and Materials,,welding,,,"017914885

",1,54029,54029,Hancock County,-0.06082931281783805,0.0,0.0,0,1,ARC,Transitional,7.6,26483.0,14.5,139.8,65.1,95.7,2020.0,3.0,12004.0,987.0,29590.0,4286.0
393,EDA,2019,West Virginia,Weirton,Brooke-Hancock Regional Planning and Development Council (Region XI),50000,,"Research, Planning, Feasibility Studies",,,Infrastructure Investment,,,Water/Wastewater,,undetermined/not specific,,,016914867,1,54029,54029,Hancock County,-0.06082931281783805,0.0,0.0,0,1,ARC,Transitional,7.6,26483.0,14.5,139.8,65.1,95.7,2020.0,3.0,12004.0,987.0,29590.0,4286.0
363,EDA,2017,West Virginia,Weirton,Business Development Corporation of the Northern Panhandle,300000,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,undetermined/not specific,,,016914785,1,54029,54029,Hancock County,-0.06082931281783805,0.0,0.0,0,1,ARC,Transitional,8.5,25277.0,16.4,117.5,66.3,104.9,1974.0,3.0,12341.0,1141.0,30112.0,4892.0
370,EDA,2020,West Virginia,Bridgeport,Benedum Airport Authority,1960000,,Business Development,,,Infrastructure Investment,,,Transportation/Transit Infrastructure,,aerospace ,,,017914952,1,54033,54033,Harrison County,-0.026671876582873847,-0.22429906542056074,-0.22429906542056074,0,0,ARC,Transitional,5.7,33601.0,15.0,117.1,78.4,103.0,1525.0,2.0,30488.0,1829.0,67811.0,10094.0
443,ARC,2018,West Virginia,Shepherdstown,"Natural Capital Investment Fund, Inc",1370000,,Leadership and community capacity development,Economic Asset Development,,Investment in Leadership/Community Resources,Infrastructure Investment,,Downtown Revitalization,,,,Downtown Appalachia Redevelopment Initiative (REDI),,1,54037,54037,Jefferson County,0.06818946502672997,0.0,0.0,0,1,ARC,Competitive,4.5,36794.0,11.6,71.9,92.5,74.9,633.0,1.0,26091.0,1232.0,56482.0,6222.0
286,ARC,2017,West Virginia,Shepherdstown,"Natural Capital Investment Fund, Inc",1200000,,Business Development,,,Technical Assistance;Market Development;Infrastructure Investment,,,Equipment and Materials,,"Forestry, Farming",,Growing Food System Capacity and Scaling Economic Impact in Central Appalachia,,1,54037,54037,Jefferson County,0.06818946502672997,0.0,0.0,0,1,ARC,Competitive,4.9,36046.0,12.4,67.6,94.6,79.8,643.0,1.0,26008.0,1331.0,55713.0,6629.0
444,ARC,2018,West Virginia,Shepherdstown,"Natural Capital Investment Fund, Inc",1250000,,Business Development,,,Access to Capital,,,,,Undefined/nonspecific,,"Growing Triple Bottom Line Small Businesses in Coal Impacted Communities in
 Central Appalachia",,1,54037,54037,Jefferson County,0.06818946502672997,0.0,0.0,0,1,ARC,Competitive,4.5,36794.0,11.6,71.9,92.5,74.9,633.0,1.0,26091.0,1232.0,56482.0,6222.0
464,ARC,2019,West Virginia,South Charleston,West Virginia Regional Technology Park Corp.,650000,,Business Development,,,Infrastructure Investment,,,Broadband,,,,Broadband Infrastructure to Augment Education and Industry Cluster Development at the West Virginia Regional Technology Park,ARC19C19686,1,54039,54039,Kanawha County,-0.07737888668465734,-0.19852941176470587,-0.19852941176470587,0,0,ARC,Transitional,5.8,31941.0,16.0,106.1,78.5,105.8,1486.0,2.0,81856.0,5011.0,186241.0,29779.0
447,ARC,2018,West Virginia,Charleston,West Virginia Geological & Economic Survey,100000,,Leadership and community capacity development,"Research, Planning, Feasibility Studies",,Investment in Leadership/Community Resources,Infrastructure Investment,,Broadband,,,,State of West Virginia Broadband Development Hub,,1,54039,54039,Kanawha County,-0.07737888668465734,-0.19852941176470587,-0.19852941176470587,0,0,ARC,Transitional,5.9,32205.0,15.8,94.2,81.0,102.4,1340.0,2.0,83342.0,5231.0,188332.0,29703.0
400,EDA,2019,West Virginia,South Charleston,Bridge Valley Community and Technical College,749000,,Education and Workforce Development,,,Infrastructure Investment,,,Building Construction/Renovation,,multi-sector,,,017914821,1,54039,54039,Kanawha County,-0.07737888668465734,-0.19852941176470587,-0.19852941176470587,0,0,ARC,Transitional,5.8,31941.0,16.0,106.1,78.5,105.8,1486.0,2.0,81856.0,5011.0,186241.0,29779.0
437,ARC,2018,West Virginia,South Charleston,Bridge Valley Community and Technical College,749001,,Education and Workforce Development,,,Infrastructure Investment,,,Building Construction/Renovation,,multi-sector,,"Workforce Construction, teleCommunications, & Energy (CCE) Training Center",,1,54039,54039,Kanawha County,-0.07737888668465734,-0.19852941176470587,-0.19852941176470587,0,0,ARC,Transitional,5.9,32205.0,15.8,94.2,81.0,102.4,1340.0,2.0,83342.0,5231.0,188332.0,29703.0
414,ARC,2016,West Virginia,Charleston,"Reconnecting McDowell, Inc.",150000,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning;Infrastructure Investment,,,Building Construction/Renovation,,Undefined/nonspecific ,,Reconnecting McDowell,,1,54039,54039,Kanawha County,-0.07737888668465734,-0.19852941176470587,-0.19852941176470587,0,0,ARC,Transitional,6.3,34146.0,14.1,76.9,92.0,91.9,939.0,2.0,84034.0,5606.0,191275.0,26716.0
411,ARC,2016,West Virginia,Charleston,New River Gorge Trail Alliance,140000,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning;Infrastructure Investment,,,Trail Construction,,Tourism/hospitality industry/outdoor recreation,,Linking Trails and Communities to Spawn Economic Growth and Wellness: The Southern West Virginia Bike Trail Network,,1,54039,54039,Kanawha County,-0.07737888668465734,-0.19852941176470587,-0.19852941176470587,0,0,ARC,Transitional,6.3,34146.0,14.1,76.9,92.0,91.9,939.0,2.0,84034.0,5606.0,191275.0,26716.0
373,EDA,2020,West Virginia,Charleston,Central West Virginia Regional Airport Authority,1218000,,Business Development,,,Infrastructure Investment,,,Water/Wastewater,,aerospace ,,,017914958,1,54039,54039,Kanawha County,-0.07737888668465734,-0.19852941176470587,-0.19852941176470587,0,0,ARC,Transitional,5.5,32945.0,16.5,113.7,76.9,113.0,1635.0,3.0,80471.0,4676.0,183293.0,30401.0
462,ARC,2019,West Virginia,Charleston,Consortium for Entrepreneurship Education,1431549,,Education and Workforce Development,,,Training Program,,,,,Education,,Fostering Self ESTEAM in Appalachia's Emerging Workforce,ARC19C19727,1,54039,54039,Kanawha County,-0.07737888668465734,-0.19852941176470587,-0.19852941176470587,0,0,ARC,Transitional,5.8,31941.0,16.0,106.1,78.5,105.8,1486.0,2.0,81856.0,5011.0,186241.0,29779.0
433,ARC,2017,West Virginia,South Charleston,West Virginia Regional Technology Park Corp.,1073304,,Business Development,Education and Workforce Development,,Entrepreneurial Support,Training Program,,,,"Forestry, farming",,Green Mining Model Business Program,,1,54039,54039,Kanawha County,-0.07737888668465734,-0.19852941176470587,-0.19852941176470587,0,0,ARC,Transitional,6.1,32833.0,15.0,85.2,86.1,96.4,1118.0,2.0,84264.0,5508.0,190223.0,28349.0
454,ARC,2019,West Virginia,Charleston,"West Virginia Food & Farm Coalition, Inc.",1020556,,Business Development,,,Technical Assistance;Access to Capital,,,,,"Forestry, farming",,Geographic Food and Agriculture Systems Development,,1,54039,54039,Kanawha County,-0.07737888668465734,-0.19852941176470587,-0.19852941176470587,0,0,ARC,Transitional,5.8,31941.0,16.0,106.1,78.5,105.8,1486.0,2.0,81856.0,5011.0,186241.0,29779.0
460,ARC,2019,West Virginia,Charleston,"Partners in Health Network, Inc.",49974,,"Research, Planning, Feasibility Studies",,,Health,,,,,"Health, social services",,Enhancing the Economic Impact of Rural Hospitals and Health Centers,ARC19C19704,1,54039,54039,Kanawha County,-0.07737888668465734,-0.19852941176470587,-0.19852941176470587,0,0,ARC,Transitional,5.8,31941.0,16.0,106.1,78.5,105.8,1486.0,2.0,81856.0,5011.0,186241.0,29779.0
448,ARC,2018,West Virginia,Charleston,West Virginia Community Development Hub Inc,1000000,,Business Development,,,Entrepreneurial Support;Technical Assistance;Access to Capital,,,,,Undefined/nonspecific,,Mountain State Capital: Filling the Critical Venture Capital Gap in West Virginia,,1,54039,54039,Kanawha County,-0.07737888668465734,-0.19852941176470587,-0.19852941176470587,0,0,ARC,Transitional,5.9,32205.0,15.8,94.2,81.0,102.4,1340.0,2.0,83342.0,5231.0,188332.0,29703.0
432,ARC,2017,West Virginia,Charleston,West Virginia Healthy Kids and Family Coalition,856050,,Business Development,,,Technical Assistance;Entrepreneurial Support,,,,,Undefined/nonspecific,,Growing Social Enterprises and Healthy Communities,,1,54039,54039,Kanawha County,-0.07737888668465734,-0.19852941176470587,-0.19852941176470587,0,0,ARC,Transitional,6.1,32833.0,15.0,85.2,86.1,96.4,1118.0,2.0,84264.0,5508.0,190223.0,28349.0
435,ARC,2018,West Virginia,Charleston,Consortium for Entrepreneurship Education,2196450,,Education and Workforce Development,,,Training Program,,,,,Undefined/nonspecific,,"EntreEd K-14: Every Student, Every Year",ARC19C19727,1,54039,54039,Kanawha County,-0.07737888668465734,-0.19852941176470587,-0.19852941176470587,0,0,ARC,Transitional,5.9,32205.0,15.8,94.2,81.0,102.4,1340.0,2.0,83342.0,5231.0,188332.0,29703.0
423,ARC,2017,West Virginia,Charleston,"KVC Health Systems, Inc",20800,,"Research, Planning, Feasibility Studies",,,Workforce Training Program Planning;Infrastructure Investment,,,,,Undefined/nonspecific,,KVC Health Systems College,,1,54039,54039,Kanawha County,-0.07737888668465734,-0.19852941176470587,-0.19852941176470587,0,0,ARC,Transitional,6.1,32833.0,15.0,85.2,86.1,96.4,1118.0,2.0,84264.0,5508.0,190223.0,28349.0
369,EDA,2017,West Virginia,South Charleston,West Virginia Coalition for Technology Based Economic Development,400000,,Business Development,,,Technical Assistance,,,,,undetermined/not specific,,,"017914774
",1,54039,54039,Kanawha County,-0.07737888668465734,-0.19852941176470587,-0.19852941176470587,0,0,ARC,Transitional,6.1,32833.0,15.0,85.2,86.1,96.4,1118.0,2.0,84264.0,5508.0,190223.0,28349.0
397,SBA,2016,West Virginia,Charleston,West Virginia Department of Commerce,100000,91122.7,Business Development,,,Technical Assistance,,,,,undetermined/not specific,,Portability Assistance,SBAHQ16B0081,1,54039,54039,Kanawha County,-0.07737888668465734,-0.19852941176470587,-0.19852941176470587,0,0,ARC,Transitional,6.3,34146.0,14.1,76.9,92.0,91.9,939.0,2.0,84034.0,5606.0,191275.0,26716.0
399,EDA,2019,West Virginia,South Charleston,West Virginia Coalition for Technology Based Economic Development,500000,,Business Development,,,Technical Assistance;Entrepreneurial Support,,,,,undetermined/not specific,,,"017914886

",1,54039,54039,Kanawha County,-0.07737888668465734,-0.19852941176470587,-0.19852941176470587,0,0,ARC,Transitional,5.8,31941.0,16.0,106.1,78.5,105.8,1486.0,2.0,81856.0,5011.0,186241.0,29779.0
402,ETA,2017,West Virginia,Charleston,Workforce West Virginia,1056000,1056000.0,Education and Workforce Development,,,Training Program,,,,,undetermined/not specific,,WV regular coal continuation project,DW317351860A54,1,54039,54039,Kanawha County,-0.07737888668465734,-0.19852941176470587,-0.19852941176470587,0,0,ARC,Transitional,6.1,32833.0,15.0,85.2,86.1,96.4,1118.0,2.0,84264.0,5508.0,190223.0,28349.0
431,ARC,2017,West Virginia,Charleston,West Virginia Development Office,200000,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,,,Hobet Strategic Plan,,1,54039,54039,Kanawha County,-0.07737888668465734,-0.19852941176470587,-0.19852941176470587,0,0,ARC,Transitional,6.1,32833.0,15.0,85.2,86.1,96.4,1118.0,2.0,84264.0,5508.0,190223.0,28349.0
362,EDA,2018,West Virginia,Branchland,Branchland-Midkiff Public Service District,540000,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,undetermined/not specific,,,"017914832
",1,54043,54043,Lincoln County,-0.060359116022099445,-0.9629629629629629,-0.9629629629629629,0,0,ARC,Distressed,9.6,17879.0,27.3,153.2,44.9,176.5,2979.0,4.0,6794.0,722.0,21415.0,5870.0
395,EDA,2019,West Virginia,Man,Hatfield McCoy Regional Recreation Authority,678344,,Economic Asset Development,,,Infrastructure Investment,,,Trail Construction,,Tourism/hospitality industry/outdoor recreation,,,"017914822

",1,54045,54045,Logan County,-0.12856870696459188,-0.17911877394636017,-0.17911877394636017,0,0,ARC,Distressed,10.7,18737.0,20.2,196.0,46.1,133.9,2940.0,4.0,10292.0,1227.0,33700.0,6986.0
410,ARC,2016,West Virginia,Man,Hatfield McCoy Regional Recreation Authority,1372275,,Economic Asset Development,Business Development,,Outdoor/Recreational Development,Technical Assistance,,Trail Construction,,Tourism/hospitality industry/outdoor recreation,,Southern Coalfields Sustainable Tourism & Entrepreneurship Program,,1,54045,54045,Logan County,-0.12856870696459188,-0.17911877394636017,-0.17911877394636017,0,0,ARC,At-Risk,8.6,20585.0,19.8,106.1,55.4,129.0,2425.0,4.0,12064.0,1138.0,35987.0,7058.0
372,EDA,2018,West Virginia,Amherstdale,Buffalo Creek Public Service District,1500000,,Business Development,Economic Asset Development,,Infrastructure Investment,Infrastructure Investment,,Water/Wastewater,,tourism,,,"017914812

",1,54045,54045,Logan County,-0.12856870696459188,-0.17911877394636017,-0.17911877394636017,0,0,ARC,Distressed,10.5,19772.0,19.7,168.0,49.7,127.2,2809.0,4.0,10673.0,1257.0,34707.0,6902.0
426,ARC,2017,West Virginia,Logan,PRIDE Community Services,899791,,Education and Workforce Development,Business Development,,Training Program,Entrepreneurial Support,,,,Construction,,BuildJobs Initiative,,1,54045,54045,Logan County,-0.12856870696459188,-0.17911877394636017,-0.17911877394636017,0,0,ARC,At-Risk,9.9,20625.0,19.6,137.5,54.1,125.9,2593.0,4.0,11190.0,1230.0,35348.0,6961.0
378,EDA,2018,West Virginia,Welch,McDowell County Public Service District,1750000,,Economic Asset Development,,,Infrastructure Investment,,,Water/Wastewater,,undetermined/not specific,,,017914814,1,54047,54047,McDowell County,-0.20300275855831412,-0.1831223628691983,-0.1831223628691983,0,0,ARC,Distressed,12.9,13708.0,35.5,205.8,34.5,229.3,3094.0,4.0,5022.0,744.0,19835.0,6943.0
366,EDA,2018,West Virginia,War,"Warrior Creek Development, Inc.",69700,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,undetermined/not specific,,,016914816,1,54047,54047,McDowell County,-0.20300275855831412,-0.1831223628691983,-0.1831223628691983,0,0,ARC,Distressed,12.9,13708.0,35.5,205.8,34.5,229.3,3094.0,4.0,5022.0,744.0,19835.0,6943.0
391,EDA,2017,West Virginia,Fairmont,Pierpont Community & Technical College,767442,,Education and Workforce Development,,,Infrastructure Investment,,,Equipment and Materials,,Aviation,,,017914762,1,54049,54049,Marion County,-0.006132794498209792,0.05226480836236934,0.05226480836236934,0,0,ARC,Transitional,6.1,29163.0,16.7,84.8,76.5,106.9,1434.0,2.0,25084.0,1631.0,56803.0,9228.0
425,ARC,2017,West Virginia,Fairmont,Pierpont Community & Technical College,1017308,,Education and Workforce Development,,,Training Program,,,,,Aviation/aerospace,,Powering Up the Aerospace Workforce in Coal - Impacted Communities of West Virginia,,1,54049,54049,Marion County,-0.006132794498209792,0.05226480836236934,0.05226480836236934,0,0,ARC,Transitional,6.1,29163.0,16.7,84.8,76.5,106.9,1434.0,2.0,25084.0,1631.0,56803.0,9228.0
418,ARC,2016,West Virginia,Fairmont,West Virginia Community Development Hub Inc,93495,,Leadership and community capacity development,,,Investment in Leadership/Community Resources,,,,,Undefined/nonspecific,,Economic Diversification Mentoring for Innovation Acceleration Strategy Communities,,1,54049,54049,Marion County,-0.006132794498209792,0.05226480836236934,0.05226480836236934,0,0,ARC,Transitional,6.1,29878.0,15.9,75.3,80.5,103.5,1235.0,2.0,24983.0,1629.0,56868.0,8805.0
361,EDA,2015,West Virginia,Fairmont,West Virginia Community Development Hub Inc,100000,82933.0,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,undetermined/not specific,,,018614700,1,54049,54049,Marion County,-0.006132794498209792,0.05226480836236934,0.05226480836236934,0,0,ARC,Transitional,6.7,29191.0,17.4,75.1,80.6,117.0,1371.0,2.0,24776.0,1772.0,56678.0,9619.0
420,ARC,2017,West Virginia,Bluefield,Bluefield State College,1500000,,Education and Workforce Development,Business Development,,Training Program;Infrastructure Investment,Technical Assistance,,Equipment and Materials,,Manufacturing,,Center of Excellence in Manufacturing Engineering (CEME),,1,54055,54055,Mercer County,-0.05630862135423358,0.6923076923076923,0.6923076923076923,0,0,ARC,At-Risk,7.8,20849.0,21.8,108.4,54.7,139.6,2478.0,4.0,21214.0,1797.0,61785.0,13244.0
374,EDA,2018,West Virginia,Bluefield,City of Bluefield,1000000,,Business Development,,,Infrastructure Investment,,,Site Preparation,,undetermined/not specific,,,"017914815

",1,54055,54055,Mercer County,-0.05630862135423358,0.6923076923076923,0.6923076923076923,0,0,ARC,At-Risk,7.5,20770.0,21.9,120.1,52.2,141.3,2572.0,4.0,20759.0,1690.0,61164.0,13236.0
408,ARC,2016,West Virginia,Bluefield,Bluewell Public Service District,1500000,,Economic Asset Development,,,Infrastructure Investment,,,Water/Wastewater,,Undefined/nonspecific,,Mercer County Regional Airport Development and Diversification Initiative,,1,54055,54055,Mercer County,-0.05630862135423358,0.6923076923076923,0.6923076923076923,0,0,ARC,At-Risk,7.6,21691.0,22.2,93.6,58.4,144.6,2373.0,4.0,22279.0,1834.0,61984.0,13521.0
371,EDA,2016,West Virginia,Bluefield,Bluewell Public Service District,1000000,1000000.0,Business Development,"Research, Planning, Feasibility Studies",,Infrastructure Investment,Economic or Business Development Planning,,Water/Wastewater,,undetermined/not specific,,Bluewell Airport Road Infrastructure Project / Mercer County Regional Airport Development and Diversification Initiative ,017914727,1,54055,54055,Mercer County,-0.05630862135423358,0.6923076923076923,0.6923076923076923,0,0,ARC,At-Risk,7.6,21691.0,22.2,93.6,58.4,144.6,2373.0,4.0,22279.0,1834.0,61984.0,13521.0
446,ARC,2018,West Virginia,Princeton,"West Virginia Forest Products Cooperative, Inc.",1800000,,Education and Workforce Development,Business Development,,Training Program,Entrepreneurial Support;Technical Assistance,,,,multi-sector,,West Virginia Forest Products Cooperative,,1,54055,54055,Mercer County,-0.05630862135423358,0.6923076923076923,0.6923076923076923,0,0,ARC,At-Risk,7.5,20770.0,21.9,120.1,52.2,141.3,2572.0,4.0,20759.0,1690.0,61164.0,13236.0
469,ARC,2020,West Virginia,Princeton,Southern Highlands Community Health Center,480000,,Health,,,Substance Abuse Program,,,,,Undefined/nonspecific,,Strengthening Substance Abuse Recovery Ecosystems to Provide a Healthy and Ready Workforce,ARC20C20058,1,54055,54055,Mercer County,-0.05630862135423358,0.6923076923076923,0.6923076923076923,0,0,ARC,At-Risk,6.6,21760.0,21.4,136.6,50.8,147.0,2676.0,4.0,20218.0,1429.0,59753.0,12805.0
405,ARC,2016,West Virginia,Princeton,Region 1 Planning and Development Council,497000,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,Undefined/nonspecific,,Coalfields Cluster Mapping Initiative,,1,54055,54055,Mercer County,-0.05630862135423358,0.6923076923076923,0.6923076923076923,0,0,ARC,At-Risk,7.6,21691.0,22.2,93.6,58.4,144.6,2373.0,4.0,22279.0,1834.0,61984.0,13521.0
396,EDA,2017,West Virginia,Bluefield,Center for Applied Research and Technology,750000,,Business Development,,,Technical Assistance,,,,,undetermined/not specific,,,017914758,1,54055,54055,Mercer County,-0.05630862135423358,0.6923076923076923,0.6923076923076923,0,0,ARC,At-Risk,7.8,20849.0,21.8,108.4,54.7,139.6,2478.0,4.0,21214.0,1797.0,61785.0,13244.0
407,ARC,2016,West Virginia,Williamson,Williamson Health and Wellness Center,105000,,"Research, Planning, Feasibility Studies",Leadership and community capacity development,,Infrastructure Investment,Investment in Leadership/Community Resources,,Building Construction/Renovation,,"Health, social services",,Healthy Workforce Initiative: Workforce Empowerment and Opioid Recovery Center,ARC19C19598,1,54059,54059,Mingo County,-0.1272402101419576,-0.6583172768143867,-0.6583172768143867,0,0,ARC,Distressed,9.6,17873.0,22.9,117.9,48.1,149.2,2802.0,4.0,7787.0,825.0,25900.0,6021.0
403,ARC,2015,West Virginia,Williamson,Williamson Health and Wellness Center,75000,75000.0,Business Development,,,Technical Assistance;Infrastructure Investment,,,Equipment and Materials,,"Forestry, Farming",,Health Innovation and Food Hub,CO-18307,1,54059,54059,Mingo County,-0.1272402101419576,-0.6583172768143867,-0.6583172768143867,0,0,ARC,At-Risk,9.4,19501.0,22.9,105.4,53.8,154.0,2656.0,4.0,8043.0,831.0,26103.0,6064.0
392,EDA,2020,West Virginia,Williamson,Mingo County Redevelopment Authority,98500,,"Research, Planning, Feasibility Studies",,,Infrastructure Investment,,,Transportation/Transit Infrastructure,,undetermined/not specific,,,016914960,1,54059,54059,Mingo County,-0.1272402101419576,-0.6583172768143867,-0.6583172768143867,0,0,ARC,Distressed,11.5,16545.0,28.9,237.8,38.6,198.1,3072.0,4.0,6114.0,794.0,24127.0,7220.0
